Number,Name,Gender,Birth,Breed,ZipCode,IssuedDate,ExpiredDate
100573,APOLLO,M,2014,Labrador Retriever Crossbreed,10009,12/22/2014,12/22/2017
45143,GINGER,F,2011,Cotton De Tulear,10023,3/25/2016,5/17/2017
241937,SOJU,F,2012,Chihuahua,11373,10/7/2017,10/7/2018
252692,HIRO,M,2009,Chihuahua,11214,1/17/2018,2/28/2019
230773,LOKI,M,2016,German Shepherd Crossbreed,11226,6/28/2017,5/25/2019
155278,SUSHI,M,2017,Shiba Inu,10304,4/19/2017,4/19/2018
162019,DAISY,F,2013,Boxer,11215,5/24/2017,5/7/2018
102553,SOPHIE,F,2012,"Coonhound, Blue Tick",11109,6/14/2015,6/14/2017
54577,MISSY,F,2006,Cavalier King Charles Spaniel,11225,5/11/2016,6/21/2017
140558,TANK,M,2016,American Bully,10035,1/22/2017,1/22/2018
17120,KING,M,2010,Pekingese,11212,7/11/2015,7/11/2016
22341,NO,F,2015,Shih Tzu Crossbreed,10308,9/10/2015,6/4/2016
185204,KOLBE,M,2017,Yorkshire Terrier Crossbreed,11221,9/7/2017,9/7/2018
39237,TOBY,M,2015,Labradoodle,11373,2/22/2016,2/22/2017
79927,HENRY,M,2007,Irish Terrier,11217,9/7/2016,9/21/2017
142983,RYAN,M,2010,Labrador Retriever Crossbreed,11217,2/7/2017,1/19/2018
252840,BELLA,F,2009,Unknown,10467,1/18/2018,2/26/2019
273177,BUDDY,M,2017,Chihuahua Crossbreed,11235,5/10/2018,5/10/2019
190022,SOLOMON,M,2015,Labrador Retriever Crossbreed,11216,9/25/2017,9/25/2018
179592,EGO,F,2008,Boxer,11222,8/12/2017,7/7/2018
120024,JOSEPHINE,F,2015,Staffordshire Bull Terrier,10012,6/30/2016,6/30/2017
111121,MR.,M,2011,Boxer,10026,3/22/2016,3/22/2017
5020,MAX,M,2014,Boxer,10463,2/24/2015,2/24/2016
140195,KRAMER,M,2014,Jack Russell Terrier,10128,1/18/2017,1/18/2019
39249,ANNI,F,2010,Puggle,11354,2/22/2016,3/11/2017
115166,JERRY,M,2016,West Highland White Terrier,11003,5/4/2016,5/4/2017
57359,AMBER,F,2015,Labrador Retriever Crossbreed,11103,5/22/2016,5/22/2017
300884,BENNETT,F,2015,West Highland White Terrier,11238,11/1/2018,11/1/2019
168973,HUGO,M,2016,Goldendoodle,10014,6/27/2017,6/27/2018
293552,PRINCLE,F,2014,Chihuahua,10036,9/13/2018,9/13/2023
183946,BENJAMIN,M,2017,Chihuahua,11249,9/1/2017,9/1/2018
59665,BEN,M,2007,Shih Tzu,10471,6/3/2016,5/2/2017
200762,MISSY,F,2013,American Pit Bull Terrier/Pit Bull,11231,11/25/2017,11/25/2020
114211,,M,2016,Siberian Husky Crossbreed,11204,4/24/2016,4/24/2017
83020,PEEWEE,M,2006,Unknown,10302,9/20/2016,10/29/2017
152107,JASMINE,F,2005,Unknown,11209,3/31/2017,3/31/2018
66996,LINUS,M,2014,West High White Terrier,10021,7/8/2016,8/26/2017
54791,TASA,F,2006,German Shepherd Dog,11385,5/11/2016,5/31/2017
150438,CHRISSY,F,2014,Unknown,11220,3/23/2017,3/8/2018
276278,DOOLEY,M,2014,Basset Hound,11229,5/29/2018,4/20/2019
293482,LEVI,M,2007,Australian Shepherd,10009,9/12/2018,8/4/2019
160677,OSCAR,M,2017,Labrador Retriever,10022,5/18/2017,5/18/2018
255736,REMI,M,2014,Border Terrier,11211,2/5/2018,1/16/2019
114629,SNOOPY,M,2010,Maltese,11377,4/29/2016,3/29/2017
83763,JOHNNY,M,2006,Unknown,10451,9/24/2016,4/29/2017
212726,MAPLE,F,2015,Shiba Inu,11204,8/10/2016,8/8/2018
1286,MILO,M,2011,Shih Tzu,10314,12/31/2014,2/28/2016
296800,BANDIT,M,2011,Dachshund Crossbreed,11222,10/5/2018,10/21/2019
208674,JENNY,F,2008,German Shepherd Crossbreed,11417,9/19/2015,10/22/2020
297587,WESLEY,M,2007,German Shepherd Dog,11356,10/11/2018,8/30/2019
152129,PENNY,F,2008,Labrador Retriever,10025,3/31/2017,3/19/2018
54507,ARIEL,F,2009,Unknown,10031,5/11/2016,6/20/2017
289866,WINNIE,F,2014,Unknown,11222,8/20/2018,8/20/2019
165086,JAKE,M,2008,Silky Terrier,11414,6/8/2017,5/9/2018
94165,BRUNO,M,2009,Pug,11218,11/21/2016,12/31/2017
67454,OREO,F,2016,Affenpinscher,10465,7/11/2016,7/11/2017
294242,COCO,F,2008,Golden Retriever,10280,9/17/2018,9/24/2019
264930,JACS,M,2008,Unknown,10038,3/26/2018,6/8/2018
218985,MAX,M,2016,Pomeranian,11206,2/23/2017,2/23/2018
275900,NEW,M,2017,Yorkshire Terrier,11220,5/26/2018,5/26/2019
74850,PICO,M,2014,Chihuahua Crossbreed,10029,8/10/2016,8/10/2017
76672,ANDY,M,2015,Flat-Coated Retriever,10019,8/19/2016,8/19/2017
224458,LOLA,F,2014,Labrador Retriever Crossbreed,10003,4/25/2017,4/25/2018
178951,LEO,M,2013,Unknown,11225,8/9/2017,8/12/2018
101791,MATEO,M,2012,Labrador Retriever Crossbreed,10036,4/24/2015,4/24/2017
231591,LOLA,F,2005,Miniature Schnauzer,10012,7/6/2017,5/6/2018
278172,BELLA,F,2015,Shih Tzu,10470,6/9/2018,6/9/2019
72115,MIDNIGHT,M,2012,Terrier Crossbreed,10035,7/30/2016,7/30/2017
112361,ZUSE,M,2015,American Pit Bull Terrier/Pit Bull,11225,4/6/2016,4/6/2017
135032,ROCKY,M,2005,Pug,10306,12/4/2016,12/20/2017
304161,MANGO,M,2017,Unknown,10303,11/25/2018,11/25/2019
180886,SIMON,M,2006,Chihuahua,11691,8/18/2017,7/9/2018
176094,PINKY-OLIVE,F,2016,Boston Terrier,11217,7/29/2017,7/29/2019
48463,CASEY,M,2007,"Poodle, Toy",10028,4/11/2016,4/24/2017
12139,SOPHIE,F,2005,Unknown,11357,5/15/2015,5/31/2016
290882,LEMON,F,2015,Shiba Inu,10024,8/27/2018,8/27/2019
50379,PORKCHOP,M,2009,Unknown,11694,4/20/2016,3/24/2017
159377,TEDDY,M,2015,Bulldog,10308,5/10/2017,5/10/2019
162468,CHARLIE,M,2005,Golden Retriever,11209,5/26/2017,6/12/2018
28757,ROCKY,M,2005,Siberian Husky,10312,12/3/2015,12/29/2016
264494,SHADOW,F,2011,Chihuahua Crossbreed,11226,3/22/2018,3/22/2019
224015,SILVER,M,2011,American Pit Bull Terrier/Pit Bull,10301,4/20/2017,4/20/2018
172750,JAKE,M,2017,Pomeranian,10312,7/15/2017,7/15/2018
157696,SHAYA,M,2017,German Shepherd Crossbreed,11201,5/2/2017,5/2/2018
49494,MIKA,F,2016,Shiba Inu,11355,4/17/2016,4/17/2017
210797,MOMO,F,2015,Shiba Inu,10014,4/23/2016,4/23/2021
164111,MISHKA,F,2011,Siberian Husky,10475,6/3/2017,3/19/2019
234829,COLBY,M,2012,Tibetan Terrier,10314,8/3/2017,9/9/2018
260254,UNKNOWN,M,2017,Miniature Pinscher,11231,3/1/2018,3/1/2019
157531,PRINCESS,F,2008,American English Coonhound,11206,5/1/2017,5/1/2022
291182,TEDDY,M,2015,Terrier Crossbreed,10028,8/29/2018,8/29/2019
116259,BUBBLES,F,2016,Miniature American Shepherd,10013,5/17/2016,5/17/2017
283431,TARZI,F,2013,Saluki,10029,7/13/2018,7/13/2019
290604,AMBER,F,2011,Golden Retriever,11354,8/24/2018,10/4/2019
115708,GINGER,F,2013,Chihuahua,10305,5/11/2016,3/25/2017
142839,LUKIE,M,2008,Chihuahua,10029,2/6/2017,2/6/2018
193208,MOCHA,F,2009,Labrador Retriever Crossbreed,11355,10/11/2017,7/1/2018
147806,LUNA,F,2009,Havanese,10028,3/8/2017,3/9/2018
305247,ZIGGY,F,2017,American Foxhound,11218,12/2/2018,12/2/2023
302218,LOLA,F,2014,Labrador Retriever,10019,11/9/2018,11/9/2019
266682,COCO,F,2010,"Poodle, Miniature",10462,4/5/2018,4/5/2019
253933,MIKO,M,2010,Unknown,11222,1/25/2018,1/27/2019
233504,BAILEY,F,2015,Poodle Crossbreed,10009,7/24/2017,6/11/2018
145221,BASIL,M,2009,German Shepherd Crossbreed,11691,2/23/2017,3/7/2018
196833,ITALIAN,F,2017,Italian Greyhound,10128,10/31/2017,10/31/2018
1703,BUSTER,M,2014,French Bulldog,10012,1/7/2015,1/7/2018
263695,MINI,F,2015,Chihuahua Crossbreed,11209,3/18/2018,3/25/2019
170453,ZARA,F,2017,Yorkshire Terrier,10467,7/4/2017,7/4/2018
292599,MAX,M,2015,Shiba Inu,11205,9/7/2018,9/7/2020
93829,COTON,M,2016,"Poodle, Toy",11358,11/18/2016,11/18/2017
217992,MASSARI,F,2016,Pomeranian,11420,2/8/2017,2/8/2018
272508,SHEBA,F,2014,Shiba Inu,11223,5/7/2018,4/17/2019
155313,BLUE,M,2012,Maltese,11420,4/19/2017,3/1/2018
274551,OLLY,M,2017,Miniature Schnauzer,11214,5/18/2018,5/14/2023
104298,FREDDY,M,2010,Chihuahua,10027,10/23/2015,11/17/2018
90983,SUNNY,M,2014,Poodle Crossbreed,10465,11/2/2016,12/4/2017
1769,ROXIE,F,2007,Unknown,11379,1/8/2015,1/15/2016
256980,T,M,2008,American Pit Bull Mix / Pit Bull Mix,10453,2/12/2018,2/12/2019
223482,LUCY,F,2015,Morkie,10019,4/14/2017,4/12/2018
176280,NUNI,F,2015,Maltese,11105,7/30/2017,7/30/2018
27942,MR.,M,2012,"Bull Dog, English",10030,11/23/2015,3/14/2016
166050,LUCIE,F,2008,Cavalier King Charles Spaniel,10065,6/13/2017,6/13/2018
304115,DIXIE,F,2015,Terrier mix,11231,11/25/2018,1/10/2022
63354,BORIS,M,2013,"Bull Dog, French",10014,6/20/2016,8/15/2018
5260,SPEC,F,2007,Unknown,11375,2/28/2015,8/17/2020
76628,MEATHEAD,M,2008,Bull Terrier,11208,8/18/2016,9/22/2018
299262,MASE,M,2014,Yorkshire Terrier,10459,10/21/2018,10/21/2019
214973,ROSIE,F,2013,Unknown,10128,12/7/2016,6/4/2021
252098,SHIN,F,2017,Shih Tzu,11357,1/14/2018,1/14/2019
129827,OREO,M,2006,Unknown,11238,10/5/2016,9/30/2018
249271,PRINCE,M,2017,Maltese,10314,12/21/2017,12/21/2018
105395,ZORRO,M,2008,Terrier mix,10009,1/2/2016,1/2/2017
157555,PUCCI,M,2017,Yorkshire Terrier,10314,5/1/2017,5/1/2018
304105,BELLA,F,2011,Yorkshire Terrier,10025,11/25/2018,11/25/2019
72494,BAXTER,M,2012,English Cocker Spaniel,10023,8/1/2016,8/16/2017
171215,ELLA,F,2009,Newfoundland,10002,7/7/2017,6/29/2018
242139,SEAMUS,M,2006,Unknown,11375,10/10/2017,10/30/2018
2511,DWAYNE,M,2014,Yorkshire Terrier,10007,1/20/2015,1/20/2016
71926,EL,F,2015,Pomeranian,10005,7/29/2016,7/29/2017
43207,GIBSON,M,2010,Dachshund Smooth Coat,10463,3/15/2016,4/3/2017
182962,CLANCEY,M,2017,Beagle Crossbreed,10303,8/29/2017,8/29/2018
198949,GUY,M,2015,Chihuahua Crossbreed,10031,11/14/2017,11/14/2018
172988,CHARLIE-ROSE,F,2008,Golden Retriever,11375,7/16/2017,3/12/2018
287251,CHULYA,F,2008,Chihuahua,11691,8/2/2018,8/7/2019
213533,DEVEREUX,M,2013,"Shar-Pei, Chinese",10002,9/10/2016,9/26/2018
44436,OTTO,M,2009,"Poodle, Standard",10469,3/22/2016,3/12/2017
207618,CINCO,M,2012,Bichon Frise,10026,5/1/2015,1/30/2020
137352,OSI,M,2009,Beagle,11697,12/28/2016,11/29/2017
276346,MJAY,M,2009,Siberian Husky,11421,5/30/2018,7/24/2019
211190,EVAN,M,2007,Shih Tzu,10314,5/20/2016,5/20/2019
229075,ZIGGY,F,2017,Labrador Retriever,11215,6/11/2017,6/11/2018
37790,ROCKY,M,2008,Puggle,11105,2/13/2016,3/18/2021
102295,JACKSON,M,2013,German Shepherd Dog,10040,5/30/2015,5/30/2018
283410,BANDIDO,M,2008,"Poodle, Standard",10472,7/13/2018,9/3/2019
308126,JACK,M,2010,Chihuahua,10023,12/22/2018,1/31/2020
19262,KING,M,2012,Yorkshire Terrier,11221,8/4/2015,8/4/2016
212840,MOCHA,M,2010,Yorkshire Terrier,11230,8/14/2016,7/26/2018
224913,BRANDI,F,2016,Basset Hound,11354,4/30/2017,5/27/2018
200671,REESEY,F,2005,Miniature Pinscher,10308,11/24/2017,12/30/2018
37726,DAKOTA,F,2009,Golden Retriever,11358,2/12/2016,4/4/2017
220480,SADIE,F,2015,Catahoula Leopard Dog,11205,3/10/2017,4/22/2021
139711,CEILIDH,F,2015,Border Collie,11217,1/15/2017,12/19/2017
77283,PATCHES,M,2009,Chihuahua,11208,8/22/2016,9/20/2017
191094,NAME,M,2017,Maltese,11218,10/1/2017,10/1/2018
147217,FRANKIE,M,2014,Rat Terrier,10128,3/6/2017,4/12/2018
272436,CODI,F,2017,Chihuahua Crossbreed,10024,5/6/2018,5/6/2019
218817,DINO,M,2016,Maltese,11224,2/21/2017,2/21/2018
272014,ANITA,F,2012,Pomeranian,11375,5/4/2018,6/24/2019
78716,JETER,M,2007,Poodle Crossbreed,10312,8/31/2016,8/30/2017
189954,BERTUZZI,M,2017,Shih Tzu,11214,9/25/2017,9/25/2018
299045,REMINGTON,M,2012,Labrador Retriever,10005,10/20/2018,8/24/2019
28750,INDIA,F,2015,Unknown,11216,12/3/2015,12/3/2016
174901,BONNIE,F,2007,Maltese,10128,7/24/2017,8/13/2018
240972,CLEOPATRA,F,2012,Rottweiler,10012,9/26/2017,10/24/2020
189312,GHOST,M,2017,German Shepherd Dog,10010,9/21/2017,9/21/2018
4680,MOOMOO,F,2013,German Shepherd Dog,11355,2/20/2015,2/20/2017
3141,BOGART,M,2005,Labrador Retriever,10471,1/30/2015,2/28/2016
261418,CHELSEA,F,2016,"Poodle, Toy",10025,3/6/2018,3/6/2021
215877,RILEY,F,2016,Goldendoodle,10475,1/8/2017,1/8/2018
292359,HONDO,M,2007,Beagle,11364,9/6/2018,9/15/2019
276441,FLUFFY,M,2010,Unknown,11213,5/30/2018,5/30/2019
86072,GRIFFIN,M,2015,Labradoodle,10011,10/6/2016,11/27/2017
38224,MIA,F,2012,Unknown,11377,2/16/2016,2/27/2017
191289,DAKOTA,M,2008,Siberian Husky,11361,10/2/2017,9/17/2018
289221,EDDIE,M,2006,American Pit Bull Terrier/Pit Bull,10467,8/15/2018,9/29/2019
205064,CHANCE,M,2006,Labrador Retriever,10308,12/20/2017,12/29/2018
296349,STELLA,F,2016,Weimaraner,11216,10/2/2018,3/4/2020
65541,COCO,F,2010,Doberman Pinscher,11692,6/30/2016,8/12/2017
79344,EGYPT,F,2015,American Pit Bull Mix / Pit Bull Mix,11231,9/4/2016,9/4/2017
42420,LUCY,F,2006,Unknown,10025,3/11/2016,3/29/2017
97537,GIZMO,M,2011,Unknown,11377,12/14/2016,1/12/2018
193938,MAX,M,2015,Jack Russell Terrier,10454,10/15/2017,9/9/2018
32117,LEELA,F,2011,American Pit Bull Mix / Pit Bull Mix,10461,1/7/2016,1/7/2017
88459,SHADOW,M,2014,Unknown,10461,10/19/2016,8/20/2017
79070,DARWIN,M,2005,Chow Chow,10025,9/2/2016,11/23/2017
213770,OPIE,M,2015,Cardigan Welsh Corgi,11004,9/20/2016,9/20/2019
49049,PICKLES,M,2010,Maltese,11365,4/14/2016,5/29/2017
151839,BOOMER,M,2010,Labrador Retriever,10011,3/30/2017,4/26/2018
77837,BETTY,F,2011,Jack Russell Terrier,10021,8/26/2016,8/26/2017
215190,MOLLY,F,2010,Shih Tzu,10471,12/17/2016,12/28/2021
36427,MARCELLO,M,2005,German Shepherd Dog,10019,2/4/2016,3/30/2017
177432,HAPPY,F,2006,Shih Tzu,11367,8/3/2017,8/30/2018
93870,SPARKY,M,2007,Wheaton Terrier,11697,11/19/2016,1/3/2018
268071,SOUPY,M,2010,American Pit Bull Terrier/Pit Bull,11234,4/12/2018,5/17/2022
166748,TRIXIE,F,2010,"Schnauzer, Miniature",10028,6/15/2017,7/11/2017
171431,MARIBEL,F,2011,Papillon,11211,7/9/2017,5/10/2018
301699,FRANCES,F,2014,Bulldog,11217,11/5/2018,6/2/2019
50771,ALIBI,M,2008,Newfoundland,10009,4/22/2016,2/2/2017
268748,OREO,M,2011,Shih Tzu,11378,4/16/2018,3/28/2019
256797,CHARLIE,M,2011,Border Terrier,11238,2/11/2018,3/24/2019
127638,ELLA,F,2007,Havanese,10016,9/13/2016,10/8/2017
298354,TED,M,2015,Pomeranian,11211,10/15/2018,9/21/2019
96386,MAKER,M,2008,Bichon Frise,10065,12/7/2016,1/25/2018
155044,SIMBA,M,2011,Chihuahua Crossbreed,11214,4/18/2017,5/31/2020
212694,TIDUS,M,2011,Rat Terrier,10010,8/9/2016,1/3/2018
63846,DAISY,F,2010,Unknown,10128,6/22/2016,6/1/2019
151055,TEDDY,M,2008,Chihuahua,10011,3/27/2017,4/29/2018
252866,MOCHA,F,2012,Yorkshire Terrier,11215,1/18/2018,1/18/2019
127427,PARI,F,2013,Bichon Frise,10025,9/12/2016,11/8/2021
57360,OSCAR,M,2016,Labrador Retriever Crossbreed,10025,5/22/2016,5/22/2017
181348,FIGARO,M,2017,Terrier Crossbreed,10463,8/21/2017,8/21/2022
204905,NONE,M,2017,Shiba Inu,11214,12/19/2017,12/19/2018
205516,THATCHER,M,2017,Nova Scotia Duck Tolling Retriever,11231,12/25/2017,12/25/2018
137410,ARTHUR,M,2014,Beagle,11249,12/28/2016,1/25/2018
275991,NIKO,M,2017,Miniature Pinscher,10038,5/27/2018,5/27/2021
166027,LULU,F,2007,Unknown,10011,6/13/2017,8/4/2022
245326,BAILEY,F,2017,Bichon Frise Crossbreed,10312,11/12/2017,11/12/2018
125711,TWIX,M,2009,"Poodle, Toy",11385,8/23/2016,10/21/2018
277323,CAIRO,M,2017,Samoyed,11420,6/5/2018,6/5/2019
121544,SHERIFF,M,2016,Belgian Malinois,10011,7/15/2016,7/15/2017
308467,OLIVE,F,2007,Boxer,10023,12/27/2018,1/7/2020
259555,ANDRE,M,2017,German Shepherd Dog,11231,2/26/2018,4/4/2019
153628,SADIE,F,2016,German Shepherd Crossbreed,10310,4/9/2017,4/9/2018
13793,MR.,M,2007,Labrador Retriever,10465,6/3/2015,6/3/2018
303490,CASTIEL,M,2017,Dogo Argentino,11232,11/18/2018,10/1/2019
227681,GASPER,M,2013,Yorkshire Terrier,11369,5/29/2017,4/20/2020
86877,PRINCESS,F,2016,Chihuahua Crossbreed,10040,10/11/2016,10/11/2017
238828,BLUE,M,2017,Morkie,11435,9/8/2017,9/8/2018
128871,LILY,F,2016,Chihuahua Crossbreed,10022,9/25/2016,9/25/2020
284527,MAX,M,2009,Chihuahua,10032,7/19/2018,7/19/2019
216907,YOYO,F,2015,Yorkshire Terrier,11223,1/23/2017,1/23/2022
62236,JACK,M,2008,Puggle,11234,6/15/2016,7/24/2017
157577,MAGIC,F,2008,Shih Tzu,11694,5/2/2017,4/24/2018
45290,ROXI,F,2010,Lhasa Apso,10463,3/26/2016,3/26/2017
119473,LADY,F,2009,Doberman Pinscher,11209,6/24/2016,6/24/2017
261124,BLU,M,2010,Siberian Husky,10024,3/5/2018,2/15/2019
160089,POWELL,F,2017,Miniature American Shepherd,10453,5/15/2017,5/15/2018
286558,CHROMEO,M,2013,Yorkshire Terrier,11220,7/30/2018,7/15/2019
34825,SHILOH,F,2014,American Pit Bull Terrier/Pit Bull,11221,1/26/2016,1/26/2017
171721,HUBERTO,M,2016,Havanese,11375,7/10/2017,8/20/2018
16457,FOXY,F,2008,Shiba Inu,10032,7/3/2015,8/8/2016
197704,JACK,M,2017,Golden Retriever,11368,11/5/2017,11/5/2022
65706,TICO,M,2013,American Pit Bull Mix / Pit Bull Mix,11385,7/1/2016,7/1/2017
299237,JENNY,F,2015,American Pit Bull Mix / Pit Bull Mix,10301,10/21/2018,12/7/2020
71263,CHARLIE,M,2016,Tibetan Terrier,10001,7/26/2016,7/26/2017
284055,SIMON,M,2012,Pomeranian,10011,7/16/2018,6/25/2019
259563,ZOE,F,2014,French Bulldog,11224,2/26/2018,1/25/2019
213081,PEBBLES,F,2014,Chihuahua,10302,8/23/2016,10/15/2019
247154,KENYA,F,2008,Basenji,10035,12/2/2017,10/28/2019
299489,HAM,M,2017,"Poodle, Toy",11211,10/23/2018,11/7/2019
199923,GEORGE,M,2010,Puggle,10019,11/19/2017,6/29/2018
286605,BELLA,F,2017,Unknown,11233,7/30/2018,7/30/2019
108198,MIDNIGHT,F,2015,American Pit Bull Terrier/Pit Bull,10023,2/15/2016,2/15/2017
255143,LOUISA,F,2010,American Pit Bull Mix / Pit Bull Mix,11206,2/1/2018,3/10/2020
41432,JASMINE,F,2015,Shih Tzu,10462,3/5/2016,3/5/2017
161721,BUTTER,M,2015,Golden Retriever,10002,5/23/2017,5/14/2018
104397,WONTON,M,2015,Pug,10036,11/3/2015,11/3/2020
238215,JACK,M,2005,Shih Tzu,10028,9/2/2017,8/29/2019
222496,MASON,M,2017,Yorkshire Terrier,10459,4/3/2017,4/3/2018
131303,MAISIE,F,2006,Labrador Retriever,10024,10/21/2016,11/28/2017
139390,COCOPUFF,F,2016,Pomeranian,10312,1/13/2017,1/13/2018
134618,TOBY,M,2014,Maltese,10461,11/29/2016,1/14/2018
182643,PUGGY,F,2008,Pug,10044,8/28/2017,8/28/2022
258556,TAILS,F,2017,Yorkshire Terrier,10312,2/20/2018,5/2/2019
160424,MILO,M,2016,Dachshund,11208,5/17/2017,5/17/2018
39796,FUZZY,M,2011,Greyhound,11385,2/24/2016,2/24/2017
116645,REMY,M,2014,German Shepherd Dog,11235,5/20/2016,5/20/2017
225172,KENZO,M,2017,Shiba Inu,11221,5/2/2017,5/2/2018
154432,POSEY,F,2014,Shiba Inu,11217,4/14/2017,4/14/2020
23165,RORY,M,2011,"Poodle, Miniature",10013,9/21/2015,9/20/2017
127148,LOLIK,M,2016,Maltese,11214,9/8/2016,9/8/2017
197849,JAKE,M,2012,Shih Tzu,11212,11/6/2017,11/6/2018
177144,NEPTUNE,F,2010,American Pit Bull Terrier/Pit Bull,11205,8/2/2017,6/30/2018
178524,TREVOR,M,2005,Unknown,10023,8/8/2017,9/30/2018
187850,DUSTY,M,2007,Pomeranian,11204,9/15/2017,7/30/2018
124412,DENIM,M,2011,Yorkshire Terrier,10472,8/10/2016,4/11/2017
178154,SOPHIE,F,2009,Unknown,10463,8/6/2017,8/20/2020
74754,CASEY,M,2008,Unknown,10036,8/10/2016,9/29/2017
163788,DOLLY,F,2015,Chihuahua Crossbreed,11235,6/1/2017,6/1/2022
65962,HONEY,F,2005,American Pit Bull Mix / Pit Bull Mix,10029,7/2/2016,7/2/2017
180530,INDY,M,2017,Coton de Tulear,10011,8/17/2017,8/17/2018
99241,EDISON,M,2016,Pug Crossbreed,10023,12/27/2016,12/27/2017
191630,CHICO,M,2014,Maltese Crossbreed,10312,10/4/2017,10/10/2018
51313,CANDY,F,2005,Shih Tzu,10023,4/25/2016,3/29/2017
230323,DAHLI,F,2006,Shih Tzu,10458,6/23/2017,6/23/2019
10310,PAPA,M,2007,Chihuahua,10463,4/26/2015,4/26/2016
233444,LUX,M,2007,"Collie, Border",11222,7/24/2017,7/6/2019
291415,BOBO,M,2014,Shih Tzu,11219,8/30/2018,8/30/2019
84443,MILO,M,2015,Poodle,11418,9/28/2016,8/17/2017
81539,TONY,M,2007,Maltese,10023,9/15/2016,9/15/2017
258130,CHIPO,F,2006,Jack Russell Terrier,11231,2/17/2018,3/12/2020
131234,PEPPER,F,2014,Poodle,10024,10/21/2016,10/11/2017
290422,BEAR,M,2017,Rottweiler,10461,8/23/2018,8/23/2019
236727,NALA,F,2010,Unknown,10462,8/18/2017,5/9/2018
235203,ROMAN,F,2017,Chihuahua,10310,8/6/2017,8/6/2018
198048,DOG,M,2017,Bichon Frise Crossbreed,11365,11/7/2017,11/7/2018
307291,PPOTTO,F,2010,Maltese,11361,12/17/2018,1/5/2020
22862,RUDY,M,2009,"Welsh Corgi, Pembroke",11215,9/17/2015,9/27/2016
300195,JESSE,M,2017,Goldendoodle,10314,10/28/2018,10/28/2019
270846,BERT,M,2008,Cocker Spaniel,10314,4/28/2018,6/18/2019
154939,NED,M,2010,American Pit Bull Mix / Pit Bull Mix,11208,4/17/2017,5/16/2018
114946,COOPER,M,2009,Unknown,10019,5/2/2016,5/2/2021
209898,RHYTHUM,M,2008,Miniature Pinscher,10453,2/24/2016,2/8/2018
195348,KANZI,F,2005,German Shepherd Crossbreed,10022,10/23/2017,10/23/2018
212706,TEDDY,M,2006,Unknown,10026,8/10/2016,7/26/2020
50630,ZAZIE,F,2011,Pomeranian,11217,4/22/2016,5/30/2017
129549,ALBIE,M,2011,Entlebucher Mountain Dog,11211,10/3/2016,9/9/2017
103977,LEVON,M,2010,Akita Crossbreed,11215,9/26/2015,11/20/2020
101980,LEO,M,2010,Shih Tzu,11222,5/10/2015,5/10/2020
243855,ELLIE,F,2017,Bernese Mountain Dog,10025,10/27/2017,10/27/2018
67215,RILEY,F,2009,Doberman Pinscher,10031,7/10/2016,9/4/2017
80542,CINDY,F,2006,Cocker Spaniel,11354,9/10/2016,9/24/2017
233132,GILLY,F,2009,Miniature Schnauzer,11361,7/20/2017,7/20/2019
39,RANGER,M,2007,German Shorthaired Pointer,11229,9/14/2014,9/14/2017
122373,,M,2016,Maltipoo,11238,7/23/2016,7/23/2017
72086,JEFE,M,2016,Yorkshire Terrier,10034,7/30/2016,7/30/2017
7679,GUILLERMO,M,2008,Bichon Frise,11203,3/29/2015,3/14/2016
40248,ZEUS,M,2015,German Shepherd Dog,10469,2/27/2016,2/27/2017
110145,THEO,M,2014,French Bulldog,10314,3/10/2016,3/10/2021
192528,MAZUERA,M,2017,Yorkshire Terrier,11372,10/9/2017,10/9/2018
298658,KIZZIE,F,2008,Unknown,10304,10/17/2018,9/21/2019
127300,LINDA,F,2008,Golden Retriever,10023,9/10/2016,9/10/2017
139926,SCOOBY,M,2015,Unknown,11417,1/17/2017,2/19/2018
165737,LUCY,F,2007,Unknown,11234,6/12/2017,7/30/2018
214969,CHRISSY,F,2011,Jack Russell Terrier,10014,12/7/2016,1/27/2018
39394,RUMBA,F,2011,Shiba Inu,10461,2/22/2016,3/13/2019
112287,ARNOLD,M,2011,Harrier,10011,4/5/2016,4/5/2017
13142,PEDRO,M,2010,Chihuahua,10036,5/28/2015,5/28/2016
58719,BUDDY,M,2006,Unknown,11420,5/31/2016,6/16/2017
175493,FAITH,F,2015,German Shepherd Dog,11218,7/26/2017,7/27/2018
183012,KAZI,M,2006,American Eskimo dog,11201,8/29/2017,6/29/2018
117093,SCRUF,M,2010,Unknown,10001,5/26/2016,3/29/2018
182351,LUCKY,F,2008,Beagle Crossbreed,11377,8/26/2017,10/24/2018
104502,OLIVER,M,2015,Pug,10470,11/13/2015,11/13/2017
62089,TRIXIE,F,2012,Unknown,10465,6/15/2016,7/30/2017
226905,HOLLIE,F,2007,Shih Tzu,10128,5/21/2017,5/21/2018
205490,LUCY,F,2010,Havanese,11109,12/24/2017,2/12/2019
20571,OSCAR,M,2014,Border Terrier,10012,8/18/2015,8/18/2020
251137,BLACK,M,2007,Cairn Terrier,10472,1/7/2018,2/4/2019
212448,CLEO,F,2014,American Pit Bull Mix / Pit Bull Mix,11238,8/1/2016,8/1/2021
218778,JACK,M,2011,"Bull Dog, French",11357,2/21/2017,4/15/2018
9777,FLUFFY,M,2011,Maltese,11220,4/22/2015,4/5/2016
